poiId,name,avgScore,address,phone,openTime,extraInfos,hasFoodSafeInfo,longitude,latitude,avgPrice,brandId,brandName,showStatus
5895718,鲜芋仙（凯德广场二期店）,4.6,涪城区临园路东段74号凯德广场二期负一楼（富乐路 科委立交桥）,0816-2966196,周一至周日 10:00-22:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.74159,31.464431,21,0,,1
4870749,依利来,4.8,涪城区长虹大道红星小区17-4号,15008198098,周一至周日 10:00-22:00,[],True,104.770914,31.431722,10,0,,1
42932765,喜利来糕点屋,5,涪城区南山路43号,15351259886,周一至周日 06:00-23:30,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.773394,31.444433,10,346808,喜利来,1
2501499,德香苑北京烤鸭（绵阳万达店）,4.1,涪城区花园路9号万达广场3楼,0816-2370983/18608098393,周一至周日 10:00-22:00  2020-02-09至2020-02-20 休息,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.720486,31.453618,59,537432,德香苑北京烤鸭,1
6925724,东方红火锅,4.3,涪城区剑南路西段5-3号（富临东方广场商铺）,0816-2857888,周一至周日 全天,[],False,104.74953,31.467721,50,0,,1
4165655,金诺瑞（大西门店）,4.1,涪城区涪涪城路193号大西门,0816-2245171,周一至周日 07:00-21:30,[],True,104.750969,31.453901,20,1078394,金诺瑞,1
3311047,哈根达斯（绵阳涪城万达店）,4,涪城区花园路9号万达广场1楼1056号,0816-2358906,周一至周日 10:00-22:00,[],True,104.71928,31.45441,70,340319,哈根达斯,1
2255630,东颖龙肥牛王,4.3,涪城区滨河北路东段南河体育中心北门安江名园2栋1楼2号,0816-2217766,周一至周日 10:00-22:00  2020-01-24至2020-01-30 休息,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.75063,31.4493,93,133661,东颖龙肥牛王,1
52020131,答啤仰阿莎苗家大骨米线,3.9,涪城区凯德广场一期5层,13882087835,周一至周日 10:00-21:00  2020-01-24至2020-01-25 休息,[],True,104.741286,31.464371,26,0,,1
42171683,阿香米线（绵阳凯德店）,3.4,涪城区临园路东段74号凯德广场5楼,17721115234,周一至周日 10:00-21:30  2020-01-24 10:00-17:00,[],True,104.741664,31.46389,30,1118210,阿香米线,1
2423226,韩悦烤肉（涪城万达店）,3.6,涪城区花园路万达3F,0816-2355599,周一至周日 10:00-22:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.719873,31.453045,73,1145591,韩悦烤肉,1
2255378,满江红火锅（花园店）,4.3,涪城区临园路西段14号（花园小区对面商业银行旁）,0816-2377288,周一至周日 10:30-22:00  2020-01-23至2020-01-25 休息,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.725555,31.460048,64,761541,满江红火锅,1
52534431,美味鲜蛋糕,5,游仙区民安路128号欧家坝小区1区22栋11号,13628085855,周一至周日 05:00-23:30,"[{'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.784832,31.504214,70,0,,1
2255988,巴将军火锅,4.2,江油市渝州路151-177号（近恒丰园小区）,0816-3366888,周一至周日 09:00-23:00  2020-01-24至2020-01-25 休息,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.739099,31.76916,40,24293,巴将军火锅,1
41262432,元祖食品(绵阳万达店),4,涪城区花园南街56号1层26号,0816-2758790/18084886025,周一至周日 08:00-21:00,[],True,104.721485,31.45505,104,23840,元祖,1
40010919,芭夯兔（高水店）,4.3,涪城区长虹大道北段67号，瑞仕名都二楼,0816-2269767,周一至周日 09:00-22:00  2020-01-24至2020-01-26 休息,[],True,104.738398,31.489593,50,0,,1
6031919,芭夯兔汤锅（御营店）,4.5,涪城区长虹大道南段70号（御营坝血站门口）,0816-2170277,周一至周日 09:00-22:00  2020-01-24至2020-01-26 休息,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.74475,31.45012,48,24339,芭夯兔,1
6392856,三颗米烧烤冒菜,4.4,江油市三合镇迎宾路三合一中教师楼1幢1楼25号,13118189003,周一至周日 17:00-02:00,[],True,104.767712,31.782424,33,0,,1
6738176,让鸭脑壳飞（高水店）,5,涪城区长虹大道北段58号,0816-2736822/15984652979,周一至周日 10:00-23:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.739955,31.489219,50,1296819,让鸭脑壳飞,1
6838764,圣多美汉堡炸鸡（新西街店）,4.2,三台县新西街仟百度烤肉楼下,0816-5331066/5223365/18081257277,周一至周日 09:00-23:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,105.089502,31.088008,16,1407964,圣多美汉堡炸鸡,1
42899673,布拉诺意大利餐厅（凯德店）,4,涪城区临园路东段74号凯德广场二期5楼（会仙路富乐路科委立交）,0816-2751199,周一至周日 11:00-21:00  2020-02-16至2020-02-25 休息,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.741689,31.464267,77,1340431,布拉诺意大利餐厅,1
40715053,兰兰糕点城（金轮干道总店）,3.8,江油市中坝镇金轮中路238号,0816-3263744/13981146653,周一至周日 09:00-21:00,[],True,104.745755,31.774918,20,0,,1
5090236,龙缘酸汤乌鱼府,4.5,涪城区红桥路嘉来板桥7栋1-3号,0816-6395328,周一至周日 09:30-21:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",False,104.777,31.432007,36,0,,1
42452122,华香园蛋糕,4.3,涪城区新华西街55号,18681675724/13219980750,周一至周日 07:00-22:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.72374,31.456925,13,0,,1
42722716,玉江清汤黄牛肉合恩餐饮,4.5,游仙区芙蓉汉城38-9号,0816-5028808,周一至周日 09:00-21:30  2020-01-24至2020-01-26 休息,"[{'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.77075,31.47468,51,0,,1
52211032,重庆土灶老火锅,4.6,涪城区西科大新区烧烤广场内（蒋记干锅）,18608080205,周一至周日 09:30-23:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",False,104.701112,31.540702,38,0,,1
6362780,刘一手火锅（恒丰店）,4.2,江油市渝州路137号恒丰园,0816-3369998/15351232258,周一至周日 09:00-24:00  2020-01-24至2020-01-26 休息,"[{'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.7396,31.769341,41,0,,1
2255670,干锅先生（高新店）,4.2,涪城区双碑中街57号（粥天下旁）,0816-2538946,周一至周日 10:00-22:00,[],True,104.688219,31.468187,46,0,,1
2852346,杨肥肠小火锅（花园店）,3.6,涪城区花园北街7号,0816-2373511,周一至周日 10:00-04:00,[],True,104.720956,31.456957,46,644422,杨肥肠小火锅,1
2255563,老俵肥肠鸡（花园总店）,4.1,涪城区荷花东街39号（桂园雅居河堤边）,0816-2397899,周一至周日 10:00-21:30,"[{'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.716133,31.450151,47,922694,老俵肥肠鸡,1
4610483,鲜芋仙（茂业店）,3.7,涪城区公园路1号茂业百货二楼中庭,0816-2557660,周一至周日 10:00-22:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.751358,31.460882,21,0,,1
6668642,柒味餐饮（高新店）,4.1,涪城区绵兴东路86号,0816-2589188,周一至周日 09:00-14:30 17:00-22:00  2020-01-24至2020-01-25 休息,[],True,104.68457,31.46581,48,0,,1
41969144,周扒皮柴火鸡,3.8,涪城区一环路北段37号,0816-3334618,周一至周日 10:00-22:00  2020-01-24至2020-01-26 休息,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.738053,31.484349,41,0,,1
4063178,乐山胖孃串串香,4,涪城区涪御旗路21-7号,15984656200,周一至周日 10:00-02:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.735699,31.456292,45,0,,1
4704435,天英莊火锅王（东津路店）,3.8,游仙区东津路26号（富乐中学旁）,0816-2960288,周一至周日 11:00-22:30,[],True,104.773227,31.464091,45,410292,天英莊火锅王,1
51775286,再遇上善本味寿司,4.2,涪城区花园路9号万达广场5幢1楼3号,0816-2213301/18683758525,"周一至周五 11:00-13:30 17:00-21:30  周六,周日 11:00-21:30  2020-01-24至2020-01-28 休息",[],True,104.721224,31.453901,66,2880360,上善本味寿司店,1
68314839,有盐有味羊蝎子,4.2,涪城区八角南路富临山庄后大门柏杨宾馆一楼,18780345898,周一至周日 11:00-22:00  2020-01-24至2020-01-30 休息,[],True,104.683307,31.483035,46,0,,1
4468757,海上海水晶酒店豆捞工坊,4.3,游仙区一环路东段135号海上海水晶酒店1楼,0816-2727666,周一至周日 09:00-14:00 16:00-21:00,"[{'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.767468,31.472203,111,0,,1
110880412,花半里美食火锅（凯德广场店）,4.2,涪城区临园路东段凯德广场负1楼,15984671363,周一至周日 10:00-22:00  2020-01-24至2020-01-25 休息,[],True,104.74197,31.46417,41,0,,1
2855015,金穗麦佳鸡汁水饺（平政店）,4.1,涪城区跃进路北段21号,0816-2686772,周一至周日 10:00-22:00,[],True,104.74192,31.48061,25,0,,1
962389,老鬼火锅（高新店）,4,涪城区火炬西街丽府e家酒店隔壁1楼,0816-2537977,周一至周日 10:00-22:00  2020-01-24至2020-01-26 休息,"[{'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.676107,31.469483,47,27160,老鬼火锅,1
51900868,茉茜娅（绵阳店）,4,涪城区火炬南街48号金域丽江11幢1栋9号（塞纳阳光海天师雨幼儿园对面）,18781126713/13778073138,周一至周日 07:00-22:00,[],True,104.694686,31.457876,15,0,,1
2255159,必胜客（新世界店）,4.5,涪城区临圆路东段72号新益大厦一楼,0816-2341790,周一至周日 07:30-22:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.742966,31.463389,65,539908,必胜客,1
2255574,6秒斑鱼庄（高水店）,4.3,涪城区长虹大道北段58号,0816-6013666/13778157689,周一至周日 10:00-22:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.74035,31.48919,59,776580,熙尔鑫斑渔庄,1
2536642,鲜塘宴（虹桥西路店）,4.3,涪城区南湖街板桥小区虹桥西路公交站,0816-2213556,周一至周日 09:00-21:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.777094,31.431631,59,0,,1
40977582,让猪手飞杨程猪手（高新店）,4.1,涪城区双碑中街58号-2-28（西都生活广场A区）,13981175296,周一至周日 09:00-21:00  2020-01-24至2020-01-30 休息,"[{'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.69039,31.470201,26,0,,1
5208724,鲜芋仙（涪城万达店）,3.7,涪城区万达广场3楼（绵阳火车站）,0816-2886963,周一至周日 10:00-22:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.720565,31.45354,23,0,,1
4964806,蜀江烤鱼（涪城万达店）,3.6,涪城区花园路9号万达广场室内步行街三层,0816-2377718,周一至周日 10:30-22:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.72054,31.453474,68,28777,蜀江烤鱼,1
6078153,三香悦精品川菜馆,3.6,涪城区跃进路时代天骄广场三号楼三楼二号（404医院对面时代天骄商业广场盘子女人旁）,0816-6224592/18981182739,周一至周日 09:00-21:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.740917,31.47647,58,0,,1
52724646,幺妹肥肠,4.4,江油市中雁路三合镇庄稼医院斜对面,15328201966,周一至周日 07:00-21:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.777044,31.79643,28,0,,1
2255628,鲜尚轩斑鱼庄（荷花东街店）,4.3,涪城区荷花东街39号（桂园雅居8幢1楼）,0816-2367836,周一至周日 09:30-22:00  2020-01-25至2020-01-27 休息,[],True,104.715861,31.450065,63,1181430,鲜尚轩斑鱼庄,1
41948593,羊加酱烤羊腿（芙蓉汉城总店）,4.5,游仙区一环路东段208号芙蓉汉城二期广场旁29-8号（近芙蓉汉城广场）,18881604123,周一至周日 10:00-22:00  2020-01-24 休息,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.772256,31.476562,54,0,,1
41430576,何妈冒菜（通安巷店）,3.7,涪城区沿江东路6号负1号商铺,0816-2629220/18281917288,周一至周日 09:00-24:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.739851,31.461378,15,0,,1
4822866,凯宴庄园,3.9,江油市会昌路博文小区旁凯宴庄园（江油市会昌路博文小区旁凯宴庄园）,0816-3360788,周一至周日 09:00-13:30 16:30-19:30,"[{'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.729614,31.759111,55,0,,1
40245217,南山锅锅肴土灶鸡,3.4,涪城区长虹大道南段南山中学斜对面,0816-2336655,周一至周日 09:30-14:30 17:00-22:00,"[{'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.763536,31.443144,44,0,,1
51864844,鸭天下（高新店）,4,涪城区火炬西街北段126号（铂金时代）,0816-2686333,周一至周日 09:00-14:00 17:00-21:00,"[{'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.677252,31.470744,40,0,,1
3276795,盛宴大酒楼,4.3,涪城区长虹大道中段45号4楼（近长虹大道）,0816-2323966,周一至周日 11:00-21:00  2020-01-17至2020-02-29 休息,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.737839,31.475679,59,0,,1
52698182,麦之都diy蛋糕房,4.4,安州区花荄镇文苑路东段52号,15281100865,周一至周日 08:00-22:00,[],True,104.560509,31.539191,20,0,,1
2722841,豪吧特时尚餐厅（御营坝店）,4.3,涪城区长虹大道南段56-5号（近协和医院饮马大厦流星花园）,0816-2396288,周一至周日 09:00-14:00 17:00-21:00,"[{'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.74313,31.45158,43,0,,1
2255644,重庆红蜻蜓美蛙鱼头火锅（绵阳店）,4,涪城区涪经开区南湖街133号,0816-6395866,周一至周日 09:30-13:30 16:30-22:00  2020-01-24至2020-01-28 休息,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.777287,31.43008,54,890556,红蜻蜓美蛙鱼头,1
65831844,阿芒迪娜（万达店）,3.8,涪城区花园路9号万达广场1楼,0816-6333329,周一至周日 07:30-22:00,[],True,104.71944,31.45367,24,0,,1
42426352,馥园火锅,4.2,江油市双江路江电老大门（14路车终点站）,15908244455,周一至周日 12:00-24:00,"[{'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.768486,31.795051,31,0,,1
5299194,芭夯兔（江油店）,4,江油市诗仙路中段文风街（李白纪念馆前）,0816-3268097,周一至周日 10:00-22:00  2020-01-28至2020-02-01 休息,[],True,104.740497,31.777319,50,0,,1
6731736,良木缘咖啡西餐（凯德店）,3.8,涪城区临园路东段74号凯德广场05层07/08/09B号,0816-2717122,周一至周日 10:00-23:30,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.741263,31.464064,60,949606,良木缘,1
5233195,鹰贵饼屋（总店）,3.6,平武县飞龙路西段205号,0816-8829386,周一至周日 09:00-17:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.530136,32.406818,10,0,,1
4818291,光头鸭脖（新区店）,3.9,涪城区科大路150号（西科大新区小铁门外）,15008180828,周一至周日 09:00-23:00  2020-01-24至2020-01-30 休息,[],True,104.69878,31.54009,9,0,,1
40412556,园中缘园林火锅,3.8,涪城区元通路科创园区元通文化广场（温莎国际旁）,0816-6202823,周一至周日 09:30-12:30 16:30-21:30,"[{'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",False,104.705626,31.473133,50,0,,1
51983590,金色麦浪烘焙,4.1,安州区文胜路西段67号（银都宝座一期对面）,0816-4662126/15882860080,周一至周日 07:00-22:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",True,104.561007,31.534166,12,0,,1
195292616,爱尚LaKaoLa烤肉,4.4,涪城区上马西街,13778124873,周一至周日 10:00-23:30  2020-02-16至2020-02-22 休息,[],False,104.700982,31.489649,53,0,,1
185011399,喜来鼎香源火锅,5,涪城区玉泉中路2号（喜来公社1栋7-8号）,0816-6336866,周一至周日 10:00-22:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.707465,31.489768,55,0,,1
718724193,百变疯味烤肉（金楠天街店）,4.8,涪城区塘坊大道,0816-2288765/13398355580,周一至周日 17:00-23:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}]",False,104.794834,31.400319,45,0,,1
158899855,蜀九香火锅（园艺山店）,3.4,涪城区玉泉南路奥林春天三期七幢一楼,0816-6393699,周一至周日 09:30-23:30,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.70627,31.48608,82,0,,1
157230343,蜀苑呱呱叫烧菜馆（高新店）,5,涪城区火炬西街与普明南路交汇处东方国际,0816-2203477,周一至周日 09:00-21:30,[],True,104.677288,31.470316,43,0,,1
978709703,曼时光烘培（国际城店）,4.5,涪城区剑南路西段跃进路4号,18990194761,周一至周日 10:00-22:00,[],True,104.742233,31.4682,60,0,,1
1645729272,大味美蛙鱼头火锅（园艺山店）,3,涪城区园艺东街北段58号奥林春天二期10棟1层2号,0816-2572762,周一至周日 10:00-22:00  2020-01-23至2020-01-24 休息,[],True,104.714814,31.48611,50,0,,1
177601402,关鱼把把烧（1958店）,4.5,涪城区跃进路50号（仙龙潭养身汤楼下）,0816-2397997/13980145454,周一至周日 17:00-02:00  2020-01-24至2020-01-26 休息,[],True,104.742183,31.476453,55,0,,1
1409876198,鲜火肴瓦罐酱焖小海鲜,3.5,梓潼县紫阳路兴发广场3楼,13778033626,周一至周日 10:00-22:00,[],False,105.16594,31.6303,23,0,,1
182455125,马路边边麻辣烫（园艺山店）,3.4,涪城区园艺街长兴星城5-1-7（春舍宜宾烧烤旁）,0816-2177198/15508065111,周一至周日 11:00-23:00  2020-01-24至2020-01-27 休息,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",False,104.704761,31.488791,57,0,,1
164147461,三国鱼摆摆（1958店）,4.1,涪城区跃进路1958商业街太平洋影城斜对面,13778122208,周一至周日 10:30-14:00 16:30-21:30  2020-01-24至2020-01-26 休息,[],True,104.744846,31.476583,62,0,,1
87635003,地头鲜（园艺山店）,4,涪城区园艺东街园艺山奥林三期,18780369328,周一至周日 09:00-21:00  2020-01-24至2020-01-27 休息,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",False,104.706867,31.486891,36,0,,1
165841362,丽府e家中餐厅,3,涪城区火炬西街北段93号丽府e家商务酒店内,0816-2574403,周一至周日 09:00-20:30,[],False,104.676142,31.469589,42,0,,1
933480632,彝味印象火盆烧烤（沈家坝店）,4.5,游仙区四川省绵阳市游仙区沈家坝北街1号1幢1-1-2-3,15882788654,周一至周日 16:00-24:00,"[{'iconUrl': 'http://p0.meituan.net/codeman/551290739062eda37e52999e2315f50c1887.png', 'text': '提供wifi'}, {'iconUrl': 'http://p1.meituan.net/codeman/4b1c5696fe5bf2c4d23fb01659b3e68b1960.png', 'text': '停车位'}]",True,104.77442,31.466191,30,0,,1
169985357,鲜莽子火锅,5,游仙区小枧沟镇惠民街107号,13980125256,周一至周日 11:30-23:00,[],True,104.815113,31.424923,50,0,,1
